Provider,PDF Links,PDF Count,Webpage Links,Webpage Count,All Links,Total Count
US Family Health Plan - Christus Health,"[""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-lists/usfhp-prior-authorization-list-2024.pdf"", ""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-forms/usfhp-prior-authorization-form.pdf"", ""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-forms/usfhp-prior-authorization-form-instructions.pdf"", ""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-forms/usfhp-prior-authorization-notice.pdf""]",4,"[""https://christushealthplan.org/provider-resources/prior-authorization""]",1,"[""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-lists/usfhp-prior-authorization-list-2024.pdf"", ""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-forms/usfhp-prior-authorization-form.pdf"", ""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-forms/usfhp-prior-authorization-form-instructions.pdf"", ""https://christushealthplan.org/-/media/health-plan/2024-prior-authorization-forms/usfhp-prior-authorization-notice.pdf"", ""https://christushealthplan.org/provider-resources/prior-authorization""]",5
US Family Health Plan - Saint Vincent,[],0,[],0,[],0
Utah Medicaid,[],0,"[""https://medicaid-manuals.dhhs.utah.gov/Physician_Services/physician_services.htm""]",1,"[""https://medicaid-manuals.dhhs.utah.gov/Physician_Services/physician_services.htm""]",1
Valley Health Plan,"[""https://www.valleyhealthplan.org/sites/g/files/exjcpb771/files/documents/2025%20EOC%20-%20Employer%20Group%20Plan%20Members.pdf"", ""https://www.valleyhealthplan.org/sites/g/files/exjcpb771/files/documents/2025%20EOC%20-%20Covered%20California%20and%20IFP%20Members.pdf""]",2,[],0,"[""https://www.valleyhealthplan.org/sites/g/files/exjcpb771/files/documents/2025%20EOC%20-%20Employer%20Group%20Plan%20Members.pdf"", ""https://www.valleyhealthplan.org/sites/g/files/exjcpb771/files/documents/2025%20EOC%20-%20Covered%20California%20and%20IFP%20Members.pdf""]",2
Vermont Medicaid,"[""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20Allomap%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Chromosomal%20Microarray%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Colon%20cancer%20Lynch%20syndrome%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/documents/providers/Forms/Cystic%20Fibrosis%20Genetic%20Test%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Familial%20Adenomatous%20Polyposis%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Fragile%20X%20FMR1_050523.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Gene%20Expression%20Profiling%20for%20Managing%20Breast%20Cancer%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/GENE%20ANALYSIS%20TUMOR%20PROTEIN%2053%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Hereditary%20Hemochromatosis%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Hereditary%20Breast%20and%20Ovarian%20Cancer%20criteria%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20Human%20Platelet%20Antigen%20Genotyping%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Huntingtons%20Disease%20Genetic%20Testing%20for_web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20JAK%202%20Genetic%20Test%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Melanoma%20genetic%20test%20myPATH%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Noninvasive%20Prenatal%20Testing%20or%20Serum%20Marker%20Screening%20for%20Down%20Syndrome%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Prostate%20Cancer%20Genomic%20Assay%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20Trofile%20Assay_for%20web_0.pdf""]",17,"[""https://dvha.vermont.gov/forms-manuals/forms/prior-authorizations-tools-and-criteria/laboratory-and-radiology-criteria""]",1,"[""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20Allomap%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Chromosomal%20Microarray%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Colon%20cancer%20Lynch%20syndrome%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/documents/providers/Forms/Cystic%20Fibrosis%20Genetic%20Test%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Familial%20Adenomatous%20Polyposis%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Fragile%20X%20FMR1_050523.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Gene%20Expression%20Profiling%20for%20Managing%20Breast%20Cancer%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/GENE%20ANALYSIS%20TUMOR%20PROTEIN%2053%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Hereditary%20Hemochromatosis%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Hereditary%20Breast%20and%20Ovarian%20Cancer%20criteria%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20Human%20Platelet%20Antigen%20Genotyping%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Huntingtons%20Disease%20Genetic%20Testing%20for_web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20JAK%202%20Genetic%20Test%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Melanoma%20genetic%20test%20myPATH%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Noninvasive%20Prenatal%20Testing%20or%20Serum%20Marker%20Screening%20for%20Down%20Syndrome%20for%20web.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/Prostate%20Cancer%20Genomic%20Assay%20for%20web_0.pdf"", ""https://dvha.vermont.gov/sites/dvha/files/doc_library/COU%20Trofile%20Assay_for%20web_0.pdf"", ""https://dvha.vermont.gov/forms-manuals/forms/prior-authorizations-tools-and-criteria/laboratory-and-radiology-criteria""]",18
Virginia Medicaid,[],0,"[""https://law.lis.virginia.gov/vacode/title38.2/chapter34/section38.2-3450/"", ""https://law.lis.virginia.gov/admincode/title14/agency5/chapter170/section215/"", ""https://budget.lis.virginia.gov/amendment/2025/1/HB1600/Introduced/MR/288/8h/"", ""https://www.dmas.virginia.gov/for-members/benefits-and-services""]",4,"[""https://law.lis.virginia.gov/vacode/title38.2/chapter34/section38.2-3450/"", ""https://law.lis.virginia.gov/admincode/title14/agency5/chapter170/section215/"", ""https://budget.lis.virginia.gov/amendment/2025/1/HB1600/Introduced/MR/288/8h/"", ""https://www.dmas.virginia.gov/for-members/benefits-and-services""]",4
Viva Health,"[""https://www.vivahealth.com/customerservice/plan-documents/medicare/vm-plan?ID=ee381a2e-bfe1-4a0d-b50c-b8d43fd20d19"", ""https://www.vivahealth.com/customerservice/plan-documents/medicare/vm-plan?ID=d91c2694-716b-4bae-bacb-be9c87ef72f6"", ""https://www.vivahealth.com/customerservice/plan-documents/medicare/vm-plan?ID=86714036-d895-4584-91f9-d660cc44a7d3""]",3,"[""https://www.vivahealth.com/provider/resources/""]",1,"[""https://www.vivahealth.com/customerservice/plan-documents/medicare/vm-plan?ID=ee381a2e-bfe1-4a0d-b50c-b8d43fd20d19"", ""https://www.vivahealth.com/customerservice/plan-documents/medicare/vm-plan?ID=d91c2694-716b-4bae-bacb-be9c87ef72f6"", ""https://www.vivahealth.com/customerservice/plan-documents/medicare/vm-plan?ID=86714036-d895-4584-91f9-d660cc44a7d3"", ""https://www.vivahealth.com/provider/resources/""]",4
Washington Medicaid,"[""https://lawfilesext.leg.wa.gov/law/wsr/2021/16/21-16-076.htm"", ""https://lawfilesext.leg.wa.gov/law/wsr/2021/10/21-10-077.htm""]",2,"[""https://geneticspolicy.nccrcg.org/medicaid-policy/washington/""]",1,"[""https://lawfilesext.leg.wa.gov/law/wsr/2021/16/21-16-076.htm"", ""https://lawfilesext.leg.wa.gov/law/wsr/2021/10/21-10-077.htm"", ""https://geneticspolicy.nccrcg.org/medicaid-policy/washington/""]",3
Wellmark BCBS Iowa,[],0,"[""https://www.wellmark.com/Provider/MedpoliciesAndAuthorizations/MedicalPolicies/policies/EGFR_epidermal_growth_factor_receptor.aspx"", ""https://authorization.wellmark.com/AuthTable/Index.aspx""]",2,"[""https://www.wellmark.com/Provider/MedpoliciesAndAuthorizations/MedicalPolicies/policies/EGFR_epidermal_growth_factor_receptor.aspx"", ""https://authorization.wellmark.com/AuthTable/Index.aspx""]",2
Wellmark BCBS South Dakota,[],0,"[""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-203-002.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/printerfriendly/L-34-044.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-192-003.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-184-005.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/printerfriendly/L-110-001.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-113-009.html""]",6,"[""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-203-002.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/printerfriendly/L-34-044.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-192-003.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-184-005.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/printerfriendly/L-110-001.html"", ""https://secure.highmark.com/ldap/medicalpolicy/wpa-highmark/L-113-009.html""]",6
Wellpoint IA,[],0,"[""https://www.provider.wellpoint.com/iowa-provider/resources/manuals-and-guides/medical-policies-and-clinical-guidelines""]",1,"[""https://www.provider.wellpoint.com/iowa-provider/resources/manuals-and-guides/medical-policies-and-clinical-guidelines""]",1
Wellpoint MD,[],0,[],0,[],0
Wellpoint NJ,"[""https://www.provider.wellpoint.com/new-jersey-provider/resources/manuals-and-guides/2024-Clinical-Practice-Guidelines.pdf"", ""https://www.provider.wellpoint.com/new-jersey-provider/resources/manuals-and-guides/February-2024-Clinical-Utilization-Management-Criteria.pdf""]",2,"[""https://www.provider.wellpoint.com/new-jersey-provider/resources/manuals-and-guides"", ""https://www.provider.wellpoint.com/global-wp-provider/medical-policies-and-clinical-guidelines""]",2,"[""https://www.provider.wellpoint.com/new-jersey-provider/resources/manuals-and-guides/2024-Clinical-Practice-Guidelines.pdf"", ""https://www.provider.wellpoint.com/new-jersey-provider/resources/manuals-and-guides/February-2024-Clinical-Utilization-Management-Criteria.pdf"", ""https://www.provider.wellpoint.com/new-jersey-provider/resources/manuals-and-guides"", ""https://www.provider.wellpoint.com/global-wp-provider/medical-policies-and-clinical-guidelines""]",4
Wellpoint TN,"[""https://www.wellpoint.com/tn/medicaid/member-materials"", ""https://www.provider.wellpoint.com/tennessee-provider/resources/policies-guidelines-and-manuals""]",2,"[""https://www.provider.wellpoint.com/tennessee-provider/resources/policies-guidelines-and-manuals/medical-policies-and-clinical-guidelines""]",1,"[""https://www.wellpoint.com/tn/medicaid/member-materials"", ""https://www.provider.wellpoint.com/tennessee-provider/resources/policies-guidelines-and-manuals"", ""https://www.provider.wellpoint.com/tennessee-provider/resources/policies-guidelines-and-manuals/medical-policies-and-clinical-guidelines""]",3
Wellpoint TX,[],0,"[""https://www.wellpoint.com/tx/provider/state-federal/resources/prior-authorization-requirements/lookup-tool"", ""https://www.wellpoint.com/tx/medicaid/referrals-preapprovals-prior-authorizations"", ""https://www.provider.wellpoint.com/texas-provider/resources/manuals-and-guides/medical-policies-and-clinical-guidelines"", ""https://www.wellpoint.com/tx/provider/state-federal/claims/reimbursement-policies""]",4,"[""https://www.wellpoint.com/tx/provider/state-federal/resources/prior-authorization-requirements/lookup-tool"", ""https://www.wellpoint.com/tx/medicaid/referrals-preapprovals-prior-authorizations"", ""https://www.provider.wellpoint.com/texas-provider/resources/manuals-and-guides/medical-policies-and-clinical-guidelines"", ""https://www.wellpoint.com/tx/provider/state-federal/claims/reimbursement-policies""]",4
Wellpoint Washington,"[""https://www.provider.wellpoint.com/docs/gpp/WAWA_CAID_ProviderManual.pdf?v=202401011"", ""https://www.provider.wellpoint.com/docs/gpp/WAWA_CAID_ClinicalUtilizationManagementGuidelines.pdf?v=202401011""]",2,"[""https://www.provider.wellpoint.com/washington-provider/resources/manuals-and-guides"", ""https://www.provider.wellpoint.com/washington-provider/resources/prior-authorization""]",2,"[""https://www.provider.wellpoint.com/docs/gpp/WAWA_CAID_ProviderManual.pdf?v=202401011"", ""https://www.provider.wellpoint.com/docs/gpp/WAWA_CAID_ClinicalUtilizationManagementGuidelines.pdf?v=202401011"", ""https://www.provider.wellpoint.com/washington-provider/resources/manuals-and-guides"", ""https://www.provider.wellpoint.com/washington-provider/resources/prior-authorization""]",4
West Virginia Medicaid,[],0,"[""https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb857+intr.htm&i=857&sesstype=RS&yr=2024"", ""https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb4753+sub+eng.htm&i=4753&sesstype=RS&yr=2024"", ""https://dhhr.wv.gov/bms/Medden/pages/default.aspx""]",3,"[""https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb857+intr.htm&i=857&sesstype=RS&yr=2024"", ""https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb4753+sub+eng.htm&i=4753&sesstype=RS&yr=2024"", ""https://dhhr.wv.gov/bms/Medden/pages/default.aspx""]",3
Wisconsin Medicaid,"[""https://www.dhs.wisconsin.gov/forms/f1/f11018.pdf"", ""https://www.dhs.wisconsin.gov/forms/f1/f11016.pdf""]",2,"[""https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?c=638&ia=1&nt=Genetic+Testing&p=1&s=3&sa=50"", ""https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?c=61&ia=1&nt=&p=1&s=2&sa=32"", ""https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?c=8&ia=1&nt=&p=1&s=2&sa=50""]",3,"[""https://www.dhs.wisconsin.gov/forms/f1/f11018.pdf"", ""https://www.dhs.wisconsin.gov/forms/f1/f11016.pdf"", ""https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?c=638&ia=1&nt=Genetic+Testing&p=1&s=3&sa=50"", ""https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?c=61&ia=1&nt=&p=1&s=2&sa=32"", ""https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?c=8&ia=1&nt=&p=1&s=2&sa=50""]",5
Wyoming Medicaid,"[""https://wyomingmedicaid.com/portal/Provider-Manuals-and-Bulletins/CMS-1500-Provider-Manual""]",1,"[""https://health.wyo.gov/healthcarefin/medicaid/spa/"", ""https://health.wyo.gov/healthcarefin/medicaid/""]",2,"[""https://wyomingmedicaid.com/portal/Provider-Manuals-and-Bulletins/CMS-1500-Provider-Manual"", ""https://health.wyo.gov/healthcarefin/medicaid/spa/"", ""https://health.wyo.gov/healthcarefin/medicaid/""]",3
